1733011200000,96407.99000000,96524.00000000,96350.13000000,96508.29000000,35.87706000,1733011499999,3459760.39953790,10233,19.01492000,1833852.07539100,0
1733011500000,96508.29000000,96541.36000000,96485.94000000,96541.36000000,32.12217000,1733011799999,3100054.94399220,8493,23.02962000,2222533.15192700,0
1733011800000,96541.36000000,96584.00000000,96540.00000000,96566.33000000,30.77671000,1733012099999,2971755.88219990,6247,16.65161000,1607876.78270910,0
1733012100000,96566.33000000,96581.65000000,96515.12000000,96553.61000000,33.46560000,1733012399999,3231014.84927140,13603,11.99278000,1157816.15888320,0
1733012400000,96553.60000000,96595.77000000,96524.02000000,96555.15000000,24.24526000,1733012699999,2341133.14257570,10729,12.82354000,1238202.64520350,0
1733012700000,96555.16000000,96608.00000000,96525.39000000,96601.41000000,33.24748000,1733012999999,3210989.91258860,9213,11.10556000,1072486.53104520,0
1733013000000,96601.40000000,96672.49000000,96584.08000000,96672.49000000,33.74103000,1733013299999,3260266.40369140,5912,23.47758000,2268653.12161940,0
1733013300000,96672.49000000,96672.49000000,96481.00000000,96487.82000000,71.99903000,1733013599999,6953269.51241720,16773,21.16632000,2043992.94878430,0
1733013600000,96487.81000000,96500.00000000,96260.00000000,96272.27000000,57.96158000,1733013899999,5584894.97282180,19092,15.53129000,1496481.84372820,0
1733013900000,96272.26000000,96415.48000000,96264.11000000,96415.21000000,74.87381000,1733014199999,7213122.24123370,21063,42.76352000,4119754.65045470,0
1733014200000,96415.21000000,96443.99000000,96312.08000000,96436.01000000,50.47677000,1733014499999,4865454.16911060,17912,22.04047000,2124491.93823790,0
1733014500000,96436.01000000,96436.02000000,96285.52000000,96340.60000000,54.16738000,1733014799999,5218932.36669360,15423,26.68198000,2570325.25410760,0
1733014800000,96340.61000000,96414.49000000,96162.00000000,96180.00000000,94.28419000,1733015099999,9078372.56712170,23317,28.74169000,2767780.74524170,0
1733015100000,96179.99000000,96250.97000000,96151.67000000,96212.56000000,59.13244000,1733015399999,5688544.46128470,15939,28.11255000,2704528.69846350,0
1733015400000,96212.56000000,96279.58000000,96200.00000000,96251.52000000,32.47995000,1733015699999,3125882.87954050,17724,12.05416000,1160033.58995360,0
1733015700000,96251.51000000,96259.92000000,96168.98000000,96201.86000000,49.70748000,1733015999999,4781789.99324330,15656,16.12384000,1551104.74722890,0
1733016000000,96201.87000000,96458.12000000,96194.88000000,96419.08000000,81.93267000,1733016299999,7896647.64349440,15251,48.41536000,4666022.16372200,0
1733016300000,96419.09000000,96467.99000000,96410.58000000,96431.99000000,44.55824000,1733016599999,4296923.37552360,8055,21.62564000,2085375.61026770,0
1733016600000,96431.98000000,96497.67000000,96420.00000000,96466.21000000,43.40372000,1733016899999,4186892.69139960,12528,22.79503000,2198951.45603200,0
1733016900000,96466.22000000,96500.00000000,96380.11000000,96421.04000000,39.94695000,1733017199999,3853460.16260710,8155,14.54732000,1403081.32571300,0
1733017200000,96421.04000000,96477.11000000,96399.55000000,96437.34000000,28.06287000,1733017499999,2706440.49606970,8459,11.04339000,1065137.55621230,0
1733017500000,96437.34000000,96516.00000000,96340.30000000,96390.42000000,155.04194000,1733017799999,14951932.21304580,15079,25.85240000,2493519.23062350,0
1733017800000,96390.42000000,96403.39000000,96168.00000000,96200.00000000,49.15909000,1733018099999,4732590.65567750,13076,15.67300000,1508334.46229410,0
1733018100000,96200.00000000,96203.93000000,96044.21000000,96106.62000000,79.12567000,1733018399999,7604457.02371790,18262,28.30845000,2720838.13604190,0
1733018400000,96106.62000000,96216.00000000,96036.50000000,96172.00000000,121.02704000,1733018699999,11629664.50407740,19965,31.79687000,3056375.18416170,0
1733018700000,96172.00000000,96207.20000000,96111.11000000,96183.48000000,56.06802000,1733018999999,5390849.20171310,14927,20.12318000,1934877.07476390,0
1733019000000,96183.48000000,96518.88000000,96058.52000000,96151.97000000,1077.92659000,1733019299999,103738432.29526390,62740,575.00217000,55338234.23359460,0
1733019300000,96151.98000000,96250.00000000,96054.18000000,96215.24000000,52.48392000,1733019599999,5044705.17625670,27653,27.72358000,2664781.78642740,0
1733019600000,96215.24000000,96216.05000000,96080.07000000,96103.01000000,60.14249000,1733019899999,5782000.45689880,27331,22.48653000,2161481.67714160,0
1733019900000,96103.00000000,96208.97000000,96103.00000000,96119.75000000,24.16250000,1733020199999,2323438.23947170,16129,12.91728000,1242111.75964690,0
1733020200000,96119.76000000,96129.38000000,95944.90000000,95957.76000000,125.26563000,1733020499999,12026625.45022090,20386,25.58971000,2457151.79004970,0
1733020500000,95957.76000000,95978.24000000,95763.39000000,95822.58000000,152.04781000,1733020799999,14573109.09274310,34462,48.75834000,4673308.61934720,0
1733020800000,95822.57000000,95893.60000000,95752.00000000,95872.87000000,75.34524000,1733021099999,7220900.93911450,22531,33.16147000,3177960.41540710,0
1733021100000,95872.88000000,95972.00000000,95863.66000000,95904.49000000,37.20596000,1733021399999,3568614.41948410,17735,16.88646000,1619655.82489570,0
1733021400000,95904.49000000,95988.00000000,95856.06000000,95972.02000000,37.27112000,1733021699999,3574994.08210160,15603,13.77242000,1321045.06360820,0
1733021700000,95972.01000000,95972.01000000,95693.88000000,95776.22000000,73.62849000,1733021999999,7051621.29512300,19920,18.47350000,1769204.16623570,0
1733022000000,95776.22000000,95917.50000000,95770.03000000,95916.68000000,42.18762000,1733022299999,4043518.35910590,12847,21.00587000,2013127.09275110,0
1733022300000,95916.68000000,95978.89000000,95916.68000000,95952.39000000,30.47910000,1733022599999,2924261.34295180,8846,18.50243000,1775159.61524410,0
1733022600000,95952.38000000,96217.42000000,95952.38000000,96160.00000000,62.45990000,1733022899999,6003789.29011490,14936,39.76660000,3821589.86638230,0
1733022900000,96160.00000000,96188.00000000,96108.00000000,96153.78000000,22.67849000,1733023199999,2180440.22146390,11746,9.32119000,896129.95766800,0
1733023200000,96153.78000000,96188.00000000,96058.92000000,96058.93000000,32.18877000,1733023499999,3094041.28676190,10831,16.91950000,1626127.37971330,0
1733023500000,96058.92000000,96078.31000000,96000.00000000,96047.61000000,16.44804000,1733023799999,1579456.41206770,9283,7.48668000,718910.29594210,0
1733023800000,96047.62000000,96148.00000000,96036.10000000,96139.99000000,41.27481000,1733024099999,3966423.59637080,9443,27.60449000,2652469.64193340,0
1733024100000,96139.99000000,96200.00000000,96135.77000000,96199.99000000,23.08700000,1733024399999,2220370.95010240,7233,14.71295000,1415008.92289220,0
1733024400000,96200.00000000,96306.73000000,96188.75000000,96306.72000000,32.14407000,1733024699999,3093419.93662990,10548,19.80807000,1906347.06209040,0
1733024700000,96306.72000000,96425.00000000,96280.00000000,96385.61000000,50.10085000,1733024999999,4827890.74137200,13159,28.20009000,2717329.49098880,0
1733025000000,96385.61000000,96441.72000000,96352.20000000,96373.70000000,42.05679000,1733025299999,4054101.25956170,15407,21.58752000,2080939.90524290,0
1733025300000,96373.71000000,96376.00000000,96307.31000000,96336.75000000,44.56557000,1733025599999,4293234.88021430,10066,16.86890000,1625266.50898560,0
1733025600000,96336.76000000,96358.80000000,96232.00000000,96290.49000000,66.17107000,1733025899999,6371790.87151060,13322,40.04870000,3856612.52586690,0
1733025900000,96290.50000000,96301.53000000,96223.44000000,96301.53000000,65.23915000,1733026199999,6279779.94941710,9929,39.03430000,3757393.86622280,0
1733026200000,96301.52000000,96329.96000000,96273.56000000,96281.41000000,20.35664000,1733026499999,1960531.61151030,7451,9.60665000,925210.95643200,0
1733026500000,96281.42000000,96286.31000000,96200.78000000,96218.42000000,21.90923000,1733026799999,2108544.50955610,7568,7.13658000,686897.98989250,0
