1730419200000,70292.01000000,70354.77000000,70248.96000000,70349.67000000,107.43098000,1730419499999,7551540.97942090,15491,54.88302000,3857958.46509800,0
1730419500000,70349.66000000,70449.43000000,70349.66000000,70382.00000000,117.10464000,1730419799999,8245419.60455690,12484,82.67714000,5821443.62179400,0
1730419800000,70382.00000000,70461.99000000,70347.72000000,70461.99000000,57.69890000,1730420099999,4061267.96291130,12271,30.58195000,2152890.66923880,0
1730420100000,70461.99000000,70468.11000000,70408.59000000,70453.75000000,52.59285000,1730420399999,3704520.69182420,11184,22.11020000,1557361.64225510,0
1730420400000,70453.75000000,70470.00000000,70360.01000000,70398.96000000,41.56544000,1730420699999,2926762.85417030,9689,21.46165000,1511259.62161340,0
1730420700000,70398.97000000,70467.00000000,70382.00000000,70428.00000000,34.09814000,1730420999999,2401254.72187060,8372,14.24686000,1003248.77166420,0
1730421000000,70428.00000000,70428.00000000,70222.22000000,70231.53000000,84.61930000,1730421299999,5948048.62673590,10519,27.41121000,1926411.84670050,0
1730421300000,70231.53000000,70236.00000000,70146.80000000,70149.84000000,127.51879000,1730421599999,8951727.91929970,10622,82.74034000,5808485.48623340,0
1730421600000,70149.84000000,70300.00000000,70149.83000000,70256.00000000,65.70827000,1730421899999,4613938.22391480,11102,31.99427000,2246014.79000340,0
1730421900000,70255.99000000,70381.00000000,70206.00000000,70381.00000000,98.46989000,1730422199999,6921787.42064920,15550,62.36606000,4384477.97901590,0
1730422200000,70380.99000000,70381.00000000,70282.84000000,70284.00000000,23.88268000,1730422499999,1679575.75888010,5009,8.25760000,580615.21290500,0
1730422500000,70284.01000000,70284.01000000,70173.72000000,70173.73000000,29.76302000,1730422799999,2090298.60854760,6514,10.10020000,709334.29597730,0
1730422800000,70173.72000000,70251.87000000,70165.79000000,70224.01000000,44.08414000,1730423099999,3094484.95499170,11563,24.48834000,1718981.02539180,0
1730423100000,70224.01000000,70272.00000000,70200.00000000,70247.26000000,32.16186000,1730423399999,2259230.82327150,10604,19.18036000,1347291.54631180,0
1730423400000,70247.25000000,70360.00000000,70225.08000000,70340.00000000,79.43158000,1730423699999,5584392.11072520,8953,53.67867000,3774458.53474620,0
1730423700000,70340.00000000,70340.00000000,70192.00000000,70192.01000000,73.72594000,1730423999999,5179319.81998570,10285,16.65947000,1170777.98733260,0
1730424000000,70192.00000000,70192.54000000,70014.00000000,70082.00000000,132.48479000,1730424299999,9287653.48434370,18570,65.83840000,4614970.82567800,0
1730424300000,70082.00000000,70082.00000000,70020.00000000,70043.35000000,78.76267000,1730424599999,5517299.94927590,11292,32.78334000,2296341.21451830,0
1730424600000,70043.34000000,70043.34000000,69520.00000000,69724.00000000,583.95752000,1730424899999,40727970.07587230,54991,192.72396000,13433791.88047100,0
1730424900000,69724.00000000,69944.00000000,69692.00000000,69824.00000000,183.54256000,1730425199999,12821046.35520990,34227,107.52820000,7511759.71688260,0
1730425200000,69823.99000000,69963.41000000,69764.00000000,69929.78000000,106.32661000,1730425499999,7427517.86461810,17346,42.74798000,2986829.23063160,0
1730425500000,69929.78000000,70062.00000000,69784.00000000,69784.00000000,169.29956000,1730425799999,11841367.40479590,26546,78.12996000,5466344.37603890,0
1730425800000,69784.00000000,69784.01000000,69460.82000000,69624.02000000,306.29195000,1730426099999,21313011.05985240,48668,113.79031000,7919006.41660610,0
1730426100000,69624.02000000,69624.03000000,69313.74000000,69402.01000000,381.64472000,1730426399999,26499644.42219920,45084,144.95067000,10066494.04214380,0
1730426400000,69402.00000000,69538.00000000,69109.20000000,69119.91000000,375.30617000,1730426699999,26010228.40316150,48406,140.51861000,9744518.20304570,0
1730426700000,69119.91000000,69235.21000000,69000.00000000,69016.83000000,693.21583000,1730426999999,47885242.60929100,49217,168.00737000,11612306.09879660,0
1730427000000,69016.83000000,69055.00000000,68830.00000000,69042.01000000,550.95577000,1730427299999,37980159.90833250,42613,255.53909000,17618583.41071740,0
1730427300000,69042.01000000,69300.01000000,69042.01000000,69258.01000000,190.55215000,1730427599999,13185325.18633300,33979,105.31010000,7286020.69989060,0
1730427600000,69258.01000000,69380.00000000,69232.27000000,69309.99000000,160.86409000,1730427899999,11149957.27565040,25357,88.38469000,6126154.64101910,0
